;Quote;Krant;Periode
8203;Het moet geen opera-registratie worden, de film moet echt op zichzelf kunnen staan. Ik wil met meerdere camera's gaan draaien en gebruikmaken van het feit dat ik heel dicht op de zangers en de musici kan gaan zitten. Sommige scènes werken in hun huidige vorm niet op film, dus die ga ik helemaal opnieuw uitdenken.;NRC Handelsblad;2020-2024
8204;Ik ben een behoorlijke geek;NRC Handelsblad;2020-2024
8205;Oorspronkelijk was het plan om de film in Zwitserland op te nemen;NRC Handelsblad;2020-2024
8206;Een brein scannen om zijn persoonlijkheid te kopiëren is als een Stradivarius digitaliseren om Bach te luisteren.;NRC Handelsblad;2020-2024
8207;Het gevaar van dit onderwerp is dat je eindigt met een scifi-opera, waarin de fantastische technologie verhindert dat je met je personages de diepte in gaat. Ik heb een breder menselijk-filosofisch perspectief willen kiezen. Wat betekent het om onsterfelijk te zijn? Kun je mens zijn zonder lichaam? Heb je zelfbeschikkingsrecht als digitale kloon? Dat soort vragen;NRC Handelsblad;2020-2024
8208;Opeens kon ik over mensen beschikken die anders over de hele wereld aan het werk zouden zijn geweest;NRC Handelsblad;2020-2024
8209;Wat we hier aanbieden is niets minder dan een wedergeboorte, vergelijkbaar met het hiernamaals;NRC Handelsblad;2020-2024
8210;Noem het een chirurgische ingreep om te laten zien wat er in het hoofd van een personage omgaat;NRC Handelsblad;2020-2024
8211;Eerst bedienden we computers met code, daarna in een visuele omgeving met muis en keyboard. Met je stem kun je taken uitvoeren zonder op toetsen te drukken of vensters aan te klikken.;NRC Handelsblad;2020-2024
8212;Als je meerdere bedrijfstakken hebt, zaait dat verwarring;NRC Handelsblad;2020-2024
8213;De efficiëntie kan nog sterk vergroot worden.;NRC Handelsblad;2020-2024
8214;Wat AI kan doen is hele nieuwe moleculen genereren, een vorm van generatieve AI.;NRC Handelsblad;2020-2024
8215;We beginnen met twaalf à vijftien mensen, het eerste jaar willen we groeien naar zo'n twintig mensen, en daarna door naar veertig.;NRC Handelsblad;2020-2024
8216;Welling stelt dat de AI-gestuurde zoektocht naar efficiënte materialen ook kan helpen bij de productie van waterstof en batterijen.;NRC Handelsblad;2020-2024
8217;Het is duidelijk dat deze technologie historisch gezien is ontwikkeld voor het identificeren van verdachten met het oog op vervolging en aanhouding, of dat nu in het kader van de rechtshandhaving, oorlog of immigratie is.;NRC Handelsblad;2020-2024
8218;Ze spelen al bijna twee decennia;NRC Handelsblad;2020-2024
8219;Na de terroristische aanslagen van 11 september 2001 heeft automatische gezichtsherkenning vooral in de VS een enorme boost gekregen. Men wilde terroristen opsporen. In de jaren daarna werd de technologie breder toegepast. Toen ontdekte men dat gezichtsherkenning oneerlijk was omdat het specifiek tegen bepaalde groepen werd gebruikt, lang niet allemaal terroristen. Dat raakte bijvoorbeeld de zwarte gemeenschap en de moslimgemeenschap. Inmiddels komt bijna iedereen wel in een database van gezichten voor en nu is iedereen dus een potentieel slachtoffer. Het is alsof mensen zeggen: nu het mij raakt, is het een probleem, maar wanneer het een andere doelgroep raakt, dan moet dat kunnen. Dat is toch ook een beetje hypocriet;NRC Handelsblad;2020-2024
8220;Telkens als er een nieuwe tekortkoming wordt ontdekt, bijvoorbeeld dat een database niet inclusief is, veranderen de standaarden. Het probleem wordt gefikst en een tijdje later duikt er weer een nieuw probleem op. En zelfs als je standaarden hebt, is het de vraag of mensen en organisaties zich daaraan houden;NRC Handelsblad;2020-2024
8221;We kunnen wel alleen kritisch zijn op bedrijven en organisaties, maar burgers moeten ook kritisch zijn op zichzelf. Wij geven wel heel makkelijk data weg en geven overal makkelijk toestemming aan. Wij moeten niet alleen zeggen: zij maken het en zij doen het fout, maar laten we ons allemaal eigenaar van het probleem maken. Als burger, klant, patiënt of wie dan ook zou je beter geïnformeerd moeten zijn. Waar zitten de gevaren, maar ook: waar liggen de kansen? Data hebben waarde. Ontwikkel manieren waarop data ook waarde hebben voor de mensen die ze weggeven;NRC Handelsblad;2020-2024
8222;Iedereen heeft blinde vlekken en via diverse teams kun je die wegwerken. Dat moet in de gehele pijplijn gebeuren, van de dataverzameling en het technische ontwerp tot aan de de toetsing. Alleen zo kun je databases aanvullen, verbeteren en inclusiever maken.;NRC Handelsblad;2020-2024
8223;Gezichtsherkenning is lang niet de enige technologie waarin privacygevoelige data worden verzameld. Dat geldt bijvoorbeeld ook voor neurotechnologische toepassingen en voor andere AI-toepassingen. We moeten als maatschappij investeren in een cultuur van inclusieve technologieontwikkeling. Daarvoor hebben we multidisciplinaire en diverse teams nodig. Dat is veel belangrijker dan dat we de technologie bijvoorbeeld helemaal zouden verbieden;NRC Handelsblad;2020-2024
8224;De toegangskaartjes zijn duur en in het verleden gaven sommige bezoekers hun kaartje, nadat ze zelf al waren geweest, door aan anderen. Om dat te voorkomen gebruikten ze gezichtsherkenning bij de ingang.;NRC Handelsblad;2020-2024
8225;Dit filiaal werd echter op de vingers getikt door de Autoriteit Persoonsgegevens. Het mocht niet omdat winkelend publiek geen toestemming heeft verleend om gefilmd te worden;NRC Handelsblad;2020-2024
8226;De minister concludeert dat in de relatie tussen burgers onderling gezichtsherkenning in beginsel niet is toegestaan. Er is namelijk geen zwaarwegend algemeen belang en je kunt niet verwachten dat iedereen die een ruimte betreedt waar gezichtsherkenning wordt toegepast, daarvoor expliciet toestemming verleent. De AVG is eigenlijk heel duidelijk, die zegt: gezichtsherkenning? Nee, tenzij;NRC Handelsblad;2020-2024
8227;Het beveiligen van een kerncentrale dient een dusdanig zwaarwegend algemeen belang dat gezichtsherkenning is toegestaan, als dat de meest veilige manier van authenticatie is. Maar als je met gezichtsherkenning een garage wilt beveiligen dan mag dat niet, want dan is het algemeen belang niet zwaarwegend genoeg en kan je prima toe met andere vormen van toegangsbeperking, zoals een slot;NRC Handelsblad;2020-2024
8228;Met bottom-up bedoel ik dat bedrijven en onderzoekers moeten werken aan een betere data-hygiëne. Documenteer hoe data zijn verzameld, waarvoor ze eerder zijn gebruikt en maak dataverzamelingen diverser. Daarnaast is ook een top-downaanpak nodig waarbij de overheid toezicht houdt op toepassingen van gezichtsherkenning. Het juridische instrument bestaat al, namelijk de Algemene Verordening Gegevensbescherming (AVG). Alleen gebeurt het uitoefenen van dat toezicht en het optreden tegen overtredingen nog te weinig.;NRC Handelsblad;2020-2024
8229;Ook al kun je technisch gezien bijna honderd procent accurate gezichtsherkenning bouwen, dan wil dat nog niet zeggen dat het ethisch is om het te gebruiken. De kernvraag is of we wel zo'n invasieve technologie in onze democratische rechtsstaat willen;NRC Handelsblad;2020-2024
8230;Nog voor we de culturele implicaties begrijpen, is er al een wildgroei van identificatie-algoritmes bij bedrijven en overheden. We weten nu pas dat die vol zitten met vooroordelen, misverstanden en overdrijvingen. Deze technologieën zijn niet objectief en foutloos, maar komen voort uit de cultuur van de makers;NRC Handelsblad;2020-2024
8231;De manier waarop we ons bewegen is bijna even herkenbaar en uniek als ons gezicht of onze vingerafdruk;NRC Handelsblad;2020-2024
8232;Technologie is een onlosmakelijk deel van ons leven en een bepalende culturele factor geworden;NRC Handelsblad;2020-2024
8233;Mijn werk gaat over de culturele gevolgen van nieuwe technologie. Bewakingstechnologie, kunstmatige intelligentie, drones, bestuurderloze auto's, alles wordt geïntroduceerd op het moment dat er geld mee verdiend kan worden. Niet op het moment dat het waardevol of productief voor de samenleving kan zijn.;NRC Handelsblad;2020-2024
8234;Mensen willen ook kunnen verdwijnen;NRC Handelsblad;2020-2024
8235;Dat hebben we gebruikt als visueel effect om de vervorming van het lichaam te overdrijven. Het is een signaal voor de kijkers dat het detectie-algoritme niet meer werkt.;NRC Handelsblad;2020-2024
8236;Als de danser stilstaat, verschijnt een ruw skelet. Maar als de danser op een onverwachte manier beweegt, raakt dat skelet in de war en valt het uit elkaar en ontstaan gekke en merkwaardige vormen. Ons programma werkt in real time, zodat de dansers tijdens de repetities konden zien met welke bewegingen het algoritme worstelde.;NRC Handelsblad;2020-2024
8237;Ik zit te denken aan een ander project, waarbij een online platform met een app wordt ontwikkeld om kwetsbare vrouwen die zwanger willen worden of al zwanger zijn te ondersteunen bij een gezondere leefstijl. Je zou denken dat iedereen wel weet dat roken en drinken slecht zijn voor een ongeboren kind, maar dat is dus echt niet zo. Dat leidt meteen tot de vraag hoever je daarin mag gaan. En welke informatie verstrek je? Hoe neutraal is die en wat is neutraal? Het internet barst van de influencers die hun volgers van alles vertellen over hun gezondheid en hoe ze die kunnen verbeteren. Heel veel reclame is gericht op dingen die helemaal niet goed voor je zijn. Zouden artsen en andere zorgverleners zich daar niet eens wat meer in moeten mengen en ook influencer moeten worden? Als dat de manier is om jonge mensen te bereiken? Lijkt me een mooie onderzoeksvraag. Wel doen? Niet doen? Wat zijn de argumenten? En wanneer wordt informatie verstrekken manipuleren?;NRC Handelsblad;2020-2024
8238;Er zit een sterke maakbaarheidsgedachte achter, maar nieuwe technologieën brengen naast voordelen ook nieuwe dilemma's met zich mee - ik leg ze graag voor aan studenten. Of het nu om nanobiologie of genetica of artificiële intelligentie gaat, het kan ons allemaal helpen om ouder te worden, gezond ouder te worden, en ziekte uit te bannen. Dat is natuurlijk heel fijn, maar waar houdt het op? Iedereen honderdtwintig? Honderddertig? En dan?;NRC Handelsblad;2020-2024
8239;En die kunnen voorspellen hoe het beloop zal zijn. Mijn vraag is: willen mensen dat allemaal weten? Want wat heeft de zorg hun te bieden? Alzheimer is niet te genezen. Het gevaar bestaat dat de vroege voorstadia al tot ziekte benoemd worden. En dan ben je dus in een heel vroeg stadium al ziek. Wat doet dat met je zelfbeeld? Je gemoedsrust? Je relaties? Je hoort mij niet zeggen: nooit doen, apps gebruiken waarin dit soort rekenmodellen verwerkt zijn. Maar het optimisme erover vind ik soms overdreven. En voor wie precies zijn ze nuttig?;NRC Handelsblad;2020-2024
8240;Ik ben betrokken bij een project waarbij digitale beslisondersteuning wordt ontwikkeld en geïmplementeerd voor mensen met verschillende types kanker. Dat zijn programmaatjes die artsen en patiënten kunnen gebruiken om inzicht te krijgen in de behandelopties en welke kansen die bieden, gepersonaliseerd - heel interessant. Wat ik ook interessant vind: dat er in Europees verband met artificiële intelligentie onderzocht wordt hoe mensen op socialemediaplatforms praten over kanker. Welke woorden gebruiken ze? Welke metaforen? En dan niet alleen de metafoor van vechten tegen kanker, een gevecht met winnaars en verliezers, waarbij de verliezers dus kennelijk niet hard genoeg gevochten hebben, maar ook metaforen als 'aan het roer staan' van de behandeling, of 'de regie voeren', of 'de ontdekkingsreis' die je maakt als je ziek bent. Ik zou zeggen: geef mij maar een andere ontdekkingsreis, maar het is dus allemaal informatie die je kunt gebruiken voor gesprekken tussen artsen en patiënten, zodat ze elkaar beter begrijpen.;NRC Handelsblad;2020-2024
8241;Er is veel enthousiasme over, 'met data gaan we alles oplossen' en 'met AI gaan we alles oplossen' - ja, ik denk wel dat het ons veel kan brengen. Maar ik denk soms ook dat er veel spin achter zit vanuit de techbedrijven. Dan hoor je mensen uit de industrie opeens zeggen dat AI heel eng is, waarmee je vooral duidelijk maakt dat het heel krachtig is en kijk eens wat voor bijzonders wij gemaakt hebben.;NRC Handelsblad;2020-2024
8242;Dat het gaat om waarden als menselijkheid, rechtvaardigheid en professionaliteit, dus bijvoorbeeld over empathie en 'echt' contact tussen zorgverleners en patiënten. En ook over het terugdringen van ongelijkheid in gezondheid tussen arme en rijke mensen. Die is nu al schrikbarend hoog in Nederland en je wilt niet dat die door technologische vernieuwingen nog groter wordt. Liefst wil je dat die ongelijkheid door technologische vernieuwingen kleiner wordt.;NRC Handelsblad;2020-2024
8243;Eerst maar eens inventariseren waar mijn nieuwe collega's mee bezig zijn. Er gebeurt in Nederland al heel veel rond digitalisering van de zorg. Voor mij blijft dit voorop staan: hoe kunnen we ervoor zorgen dat nieuwe technologie echt gaat bijdragen aan goede zorg, waarbij de betekenis die aan het woord 'goed' wordt toegekend cruciaal is.;NRC Handelsblad;2020-2024
8244;En de verwachtingen zijn soms overdreven. Dan hoor je dat met de data van patiënten straks digital twins kunnen worden gemaakt, virtuele kopieën waarop dingen kunnen worden uitgeprobeerd. Gaat deze chemokuur bij jou aanslaan of niet? Verandert je prognose als we dit doen of dat? Het is een idee uit de luchtvaartindustrie: met data vluchten simuleren en de veiligheid verbeteren. Het lijkt alsof die digitale tweelingen binnenkort al gemaakt kunnen worden, dat ze meteen goed werken en betrouwbaar zijn. Maar kijk je naar de datasets die nu beschikbaar zijn, dan zie je dat die best wel vervuild zijn en dat ze nog lang niet precies genoeg zijn.;NRC Handelsblad;2020-2024
8245;Collega's klaagden dat mijn managementstijl te hard was. Ik had onredelijke verwachtingen over welke prestaties mensen konden leveren, en hoe snel.;NRC Handelsblad;2020-2024
8246;We zullen overspoeld worden door AI. Daardoor zal het komende decennium het meest productief zijn uit de menselijke geschiedenis.;NRC Handelsblad;2020-2024
